BREITE;LAENGE;UNDULATION;EPSG_2D;EPSG_1D
46.9250000;13.2083333;2.061;4312;5778
46.9250000;13.2500000;2.063;4312;5778
46.9250000;13.2916667;2.112;4312;5778
46.9250000;13.3333333;2.152;4312;5778
46.9250000;13.3750000;2.142;4312;5778
46.9250000;13.4166667;2.082;4312;5778
46.9250000;13.4583333;1.984;4312;5778
46.9250000;13.5000000;1.895;4312;5778
46.9250000;13.5416667;1.902;4312;5778
46.9250000;13.5833333;2.020;4312;5778
46.9250000;13.6250000;2.182;4312;5778
46.9250000;13.6666667;2.361;4312;5778
46.9250000;13.7083333;2.520;4312;5778
46.9250000;13.7500000;2.633;4312;5778
46.9250000;13.7916667;2.701;4312;5778
46.9250000;13.8333333;2.731;4312;5778
46.9250000;13.8750000;2.733;4312;5778
46.9250000;13.9166667;2.729;4312;5778
46.9250000;13.9583333;2.689;4312;5778
46.9250000;14.0000000;2.597;4312;5778
46.9250000;14.0416667;2.472;4312;5778
46.9250000;14.0833333;2.348;4312;5778
46.9250000;14.1250000;2.253;4312;5778
46.9250000;14.1666667;2.174;4312;5778
46.9250000;14.2083333;2.090;4312;5778
46.9250000;14.2500000;1.994;4312;5778
46.9250000;14.2916667;1.897;4312;5778
46.9250000;14.3333333;1.803;4312;5778
46.9250000;14.3750000;1.732;4312;5778
46.9250000;14.4166667;1.682;4312;5778
46.9250000;14.4583333;1.692;4312;5778
46.9250000;14.5000000;1.707;4312;5778
46.9250000;14.5416667;1.730;4312;5778
46.9250000;14.5833333;1.806;4312;5778
46.9250000;14.6250000;1.891;4312;5778
46.9250000;14.6666667;1.929;4312;5778
46.9250000;14.7083333;1.894;4312;5778
46.9250000;14.7500000;1.832;4312;5778
46.9250000;14.7916667;1.782;4312;5778
46.9250000;14.8333333;1.784;4312;5778
46.9250000;14.8750000;1.856;4312;5778
46.9250000;14.9166667;1.933;4312;5778
46.9250000;14.9583333;1.995;4312;5778
46.9250000;15.0000000;2.024;4312;5778
46.9250000;15.0416667;2.003;4312;5778
46.9250000;15.0833333;1.934;4312;5778
46.9250000;15.1250000;1.825;4312;5778
46.9250000;15.1666667;1.649;4312;5778
46.9250000;15.2083333;1.441;4312;5778
46.9250000;15.2500000;1.254;4312;5778
46.9250000;15.2916667;1.114;4312;5778
46.9250000;15.3333333;1.019;4312;5778
46.9250000;15.3750000;0.965;4312;5778
46.9250000;15.4166667;0.941;4312;5778
46.9250000;15.4583333;0.925;4312;5778
46.9250000;15.5000000;0.918;4312;5778
46.9250000;15.5416667;0.904;4312;5778
46.9250000;15.5833333;0.861;4312;5778
46.9250000;15.6250000;0.810;4312;5778
46.9250000;15.6666667;0.750;4312;5778
46.9250000;15.7083333;0.695;4312;5778
46.9250000;15.7500000;0.643;4312;5778
46.9250000;15.7916667;0.599;4312;5778
46.9250000;15.8333333;0.567;4312;5778
46.9250000;15.8750000;0.540;4312;5778
46.9250000;15.9166667;0.512;4312;5778
46.9250000;15.9583333;0.484;4312;5778
46.9250000;16.0000000;0.464;4312;5778
46.9250000;16.0416667;0.458;4312;5778
46.9250000;16.0833333;0.451;4312;5778
46.9250000;16.1250000;0.426;4312;5778
46.9250000;16.1666667;0.393;4312;5778
46.9250000;16.2083333;0.366;4312;5778
46.9250000;16.2500000;0.343;4312;5778
46.9250000;16.2916667;0.313;4312;5778
46.9250000;16.3333333;0.261;4312;5778
46.9250000;16.3750000;0.192;4312;5778
46.9250000;16.4166667;0.126;4312;5778
46.9250000;16.4583333;0.072;4312;5778
46.9500000;9.6666667;0.200;4312;5778
46.9500000;9.7083333;0.309;4312;5778
46.9500000;9.7500000;0.503;4312;5778
46.9500000;9.7916667;0.705;4312;5778
46.9500000;9.8333333;0.918;4312;5778
46.9500000;9.8750000;1.113;4312;5778
46.9500000;9.9166667;1.275;4312;5778
46.9500000;9.9583333;1.431;4312;5778
46.9500000;10.0000000;1.578;4312;5778
46.9500000;10.0416667;1.714;4312;5778
46.9500000;10.0833333;1.881;4312;5778
46.9500000;10.1250000;2.051;4312;5778
46.9500000;10.1666667;2.189;4312;5778
46.9500000;10.2083333;2.301;4312;5778
46.9500000;10.2500000;2.393;4312;5778
46.9500000;10.2916667;2.474;4312;5778
46.9500000;10.3333333;2.524;4312;5778
46.9500000;10.3750000;2.547;4312;5778
46.9500000;10.4166667;2.537;4312;5778
46.9500000;10.4583333;2.516;4312;5778
46.9500000;10.5000000;2.498;4312;5778
46.9500000;10.5416667;2.544;4312;5778
46.9500000;10.5833333;2.659;4312;5778
46.9500000;10.6250000;2.823;4312;5778
46.9500000;10.6666667;2.989;4312;5778
46.9500000;10.7083333;3.109;4312;5778
46.9500000;10.7500000;3.222;4312;5778
46.9500000;10.7916667;3.331;4312;5778
46.9500000;10.8333333;3.398;4312;5778
46.9500000;10.8750000;3.436;4312;5778
46.9500000;10.9166667;3.456;4312;5778
46.9500000;10.9583333;3.429;4312;5778
46.9500000;11.0000000;3.370;4312;5778
46.9500000;11.0416667;3.365;4312;5778
46.9500000;11.0833333;3.391;4312;5778
46.9500000;11.1250000;3.368;4312;5778
46.9500000;11.1666667;3.276;4312;5778
46.9500000;11.2083333;3.144;4312;5778
46.9500000;11.2500000;2.980;4312;5778
46.9500000;11.2916667;2.816;4312;5778
46.9500000;11.3333333;2.670;4312;5778
46.9500000;11.3750000;2.539;4312;5778
46.9500000;11.4166667;2.442;4312;5778
46.9500000;11.4583333;2.413;4312;5778
46.9500000;11.5000000;2.448;4312;5778
46.9500000;11.5416667;2.510;4312;5778
46.9500000;11.5833333;2.584;4312;5778
46.9500000;11.6250000;2.665;4312;5778
46.9500000;11.6666667;2.749;4312;5778
46.9500000;11.7083333;2.838;4312;5778
46.9500000;11.7500000;2.901;4312;5778
46.9500000;11.7916667;2.913;4312;5778
46.9500000;11.8333333;2.885;4312;5778
46.9500000;11.8750000;2.840;4312;5778
46.9500000;11.9166667;2.804;4312;5778
46.9500000;11.9583333;2.868;4312;5778
46.9500000;12.0416667;3.166;4312;5778
46.9500000;12.0833333;3.317;4312;5778
46.9500000;12.1250000;3.442;4312;5778
46.9500000;12.1666667;3.506;4312;5778
46.9500000;12.2083333;3.529;4312;5778
46.9500000;12.2500000;3.515;4312;5778
46.9500000;12.2916667;3.482;4312;5778
46.9500000;12.3333333;3.416;4312;5778
46.9500000;12.3750000;3.329;4312;5778
46.9500000;12.4166667;3.232;4312;5778
46.9500000;12.4583333;3.139;4312;5778
46.9500000;12.5000000;3.038;4312;5778
46.9500000;12.5416667;2.920;4312;5778
46.9500000;12.5833333;2.844;4312;5778
46.9500000;12.6250000;2.868;4312;5778
46.9500000;12.6666667;2.937;4312;5778
46.9500000;12.7083333;2.973;4312;5778
46.9500000;12.7500000;2.945;4312;5778
46.9500000;12.7916667;2.844;4312;5778
46.9500000;12.8333333;2.694;4312;5778
46.9500000;12.8750000;2.520;4312;5778
46.9500000;12.9166667;2.428;4312;5778
46.9500000;12.9583333;2.434;4312;5778
46.9500000;13.0000000;2.398;4312;5778
46.9500000;13.0416667;2.297;4312;5778
46.9500000;13.0833333;2.192;4312;5778
46.9500000;13.1250000;2.137;4312;5778
46.9500000;13.1666667;2.096;4312;5778
46.9500000;13.2083333;2.095;4312;5778
46.9500000;13.2500000;2.147;4312;5778
46.9500000;13.2916667;2.200;4312;5778
46.9500000;13.3333333;2.223;4312;5778
46.9500000;13.3750000;2.193;4312;5778
46.9500000;13.4166667;2.121;4312;5778
46.9500000;13.4583333;2.029;4312;5778
46.9500000;13.5000000;1.960;4312;5778
46.9500000;13.5416667;2.004;4312;5778
46.9500000;13.5833333;2.096;4312;5778
46.9500000;13.6250000;2.214;4312;5778
46.9500000;13.6666667;2.383;4312;5778
46.9500000;13.7083333;2.538;4312;5778
46.9500000;13.7500000;2.652;4312;5778
46.9500000;13.7916667;2.729;4312;5778
46.9500000;13.8333333;2.758;4312;5778
46.9500000;13.8750000;2.754;4312;5778
46.9500000;13.9166667;2.749;4312;5778
46.9500000;13.9583333;2.718;4312;5778
46.9500000;14.0000000;2.639;4312;5778
46.9500000;14.0416667;2.544;4312;5778
46.9500000;14.0833333;2.440;4312;5778
46.9500000;14.1250000;2.334;4312;5778
46.9500000;14.1666667;2.245;4312;5778
46.9500000;14.2083333;2.159;4312;5778
46.9500000;14.2500000;2.066;4312;5778
46.9500000;14.2916667;1.975;4312;5778
46.9500000;14.3333333;1.885;4312;5778
46.9500000;14.3750000;1.803;4312;5778
46.9500000;14.4166667;1.748;4312;5778
46.9500000;14.4583333;1.770;4312;5778
46.9500000;14.5000000;1.801;4312;5778
46.9500000;14.5416667;1.819;4312;5778
46.9500000;14.5833333;1.866;4312;5778
46.9500000;14.6250000;1.926;4312;5778
46.9500000;14.6666667;1.950;4312;5778
46.9500000;14.7083333;1.923;4312;5778
46.9500000;14.7500000;1.865;4312;5778
46.9500000;14.7916667;1.818;4312;5778
46.9500000;14.8333333;1.850;4312;5778
46.9500000;14.8750000;1.923;4312;5778
46.9500000;14.9166667;1.970;4312;5778
46.9500000;14.9583333;2.002;4312;5778
46.9500000;15.0000000;1.998;4312;5778
46.9500000;15.0416667;1.963;4312;5778
46.9500000;15.0833333;1.903;4312;5778
46.9500000;15.1250000;1.813;4312;5778
46.9500000;15.1666667;1.657;4312;5778
46.9500000;15.2083333;1.461;4312;5778
46.9500000;15.2500000;1.273;4312;5778
46.9500000;15.2916667;1.136;4312;5778
46.9500000;15.3333333;1.040;4312;5778
46.9500000;15.3750000;0.989;4312;5778
46.9500000;15.4166667;0.963;4312;5778
46.9500000;15.4583333;0.948;4312;5778
46.9500000;15.5000000;0.945;4312;5778
46.9500000;15.5416667;0.935;4312;5778
46.9500000;15.5833333;0.895;4312;5778
46.9500000;15.6250000;0.849;4312;5778
46.9500000;15.6666667;0.795;4312;5778
46.9500000;15.7083333;0.739;4312;5778
46.9500000;15.7500000;0.687;4312;5778
46.9500000;15.7916667;0.638;4312;5778
46.9500000;15.8333333;0.597;4312;5778
46.9500000;15.8750000;0.566;4312;5778
46.9500000;15.9166667;0.532;4312;5778
46.9500000;15.9583333;0.498;4312;5778
46.9500000;16.0000000;0.472;4312;5778
46.9500000;16.0416667;0.456;4312;5778
46.9500000;16.0833333;0.450;4312;5778
46.9500000;16.1250000;0.428;4312;5778
46.9500000;16.1666667;0.406;4312;5778
46.9500000;16.2083333;0.390;4312;5778
46.9500000;16.2500000;0.380;4312;5778
46.9500000;16.2916667;0.361;4312;5778
46.9500000;16.3333333;0.318;4312;5778
46.9500000;16.3750000;0.248;4312;5778
46.9500000;16.4166667;0.176;4312;5778
46.9500000;16.4583333;0.114;4312;5778
46.9500000;16.5000000;0.068;4312;5778
46.9500000;16.5416667;0.034;4312;5778
46.9750000;9.5833333;-0.168;4312;5778
46.9750000;9.6250000;-0.023;4312;5778
46.9750000;9.6666667;0.111;4312;5778
46.9750000;9.7083333;0.267;4312;5778
46.9750000;9.7500000;0.465;4312;5778
46.9750000;9.7916667;0.673;4312;5778
46.9750000;9.8333333;0.871;4312;5778
46.9750000;9.8750000;1.034;4312;5778
46.9750000;9.9166667;1.167;4312;5778
46.9750000;9.9583333;1.297;4312;5778
46.9750000;10.0000000;1.431;4312;5778
46.9750000;10.0416667;1.586;4312;5778
46.9750000;10.0833333;1.787;4312;5778
46.9750000;10.1250000;1.988;4312;5778
46.9750000;10.1666667;2.133;4312;5778
46.9750000;10.2083333;2.240;4312;5778
46.9750000;10.2500000;2.321;4312;5778
46.9750000;10.2916667;2.406;4312;5778
46.9750000;10.3333333;2.475;4312;5778
46.9750000;10.3750000;2.513;4312;5778
46.9750000;10.4166667;2.516;4312;5778
46.9750000;10.4583333;2.504;4312;5778
46.9750000;10.5000000;2.481;4312;5778
46.9750000;10.5416667;2.472;4312;5778
46.9750000;10.5833333;2.543;4312;5778
46.9750000;10.6250000;2.700;4312;5778
46.9750000;10.6666667;2.867;4312;5778
46.9750000;10.7083333;2.993;4312;5778
46.9750000;10.7500000;3.110;4312;5778
46.9750000;10.7916667;3.228;4312;5778
46.9750000;10.8333333;3.295;4312;5778
46.9750000;10.8750000;3.336;4312;5778
46.9750000;10.9166667;3.371;4312;5778
46.9750000;10.9583333;3.362;4312;5778
46.9750000;11.0000000;3.329;4312;5778
46.9750000;11.0416667;3.346;4312;5778
46.9750000;11.0833333;3.377;4312;5778
46.9750000;11.1250000;3.352;4312;5778
46.9750000;11.1666667;3.268;4312;5778
46.9750000;11.2083333;3.141;4312;5778
46.9750000;11.2500000;2.989;4312;5778
46.9750000;11.2916667;2.835;4312;5778
46.9750000;11.3333333;2.683;4312;5778
46.9750000;11.3750000;2.549;4312;5778
46.9750000;11.4166667;2.457;4312;5778
46.9750000;11.4583333;2.411;4312;5778
46.9750000;11.5000000;2.431;4312;5778
46.9750000;11.5416667;2.492;4312;5778
46.9750000;11.5833333;2.572;4312;5778
46.9750000;11.6250000;2.660;4312;5778
46.9750000;11.6666667;2.756;4312;5778
46.9750000;11.7083333;2.841;4312;5778
46.9750000;11.7500000;2.906;4312;5778
46.9750000;11.7916667;2.923;4312;5778
46.9750000;11.8333333;2.902;4312;5778
46.9750000;11.8750000;2.850;4312;5778
46.9750000;11.9166667;2.801;4312;5778
46.9750000;11.9583333;2.835;4312;5778
46.9750000;12.0000000;2.957;4312;5778
46.9750000;12.0416667;3.107;4312;5778
46.9750000;12.0833333;3.261;4312;5778
46.9750000;12.1250000;3.387;4312;5778
46.9750000;12.1666667;3.470;4312;5778
46.9750000;12.2083333;3.502;4312;5778
46.9750000;12.2500000;3.508;4312;5778
46.9750000;12.2916667;3.464;4312;5778
46.9750000;12.3333333;3.385;4312;5778
46.9750000;12.3750000;3.278;4312;5778
46.9750000;12.4166667;3.158;4312;5778
46.9750000;12.4583333;3.044;4312;5778
46.9750000;12.5000000;2.935;4312;5778
46.9750000;12.5416667;2.832;4312;5778
46.9750000;12.5833333;2.811;4312;5778
46.9750000;12.6250000;2.835;4312;5778
46.9750000;12.6666667;2.894;4312;5778
46.9750000;12.7083333;2.943;4312;5778
46.9750000;12.7500000;2.915;4312;5778
46.9750000;12.7916667;2.812;4312;5778
46.9750000;12.8333333;2.654;4312;5778
46.9750000;12.8750000;2.476;4312;5778
46.9750000;12.9166667;2.406;4312;5778
46.9750000;12.9583333;2.410;4312;5778
46.9750000;13.0000000;2.386;4312;5778
46.9750000;13.0416667;2.309;4312;5778
46.9750000;13.0833333;2.230;4312;5778
46.9750000;13.1250000;2.174;4312;5778
46.9750000;13.1666667;2.127;4312;5778
46.9750000;13.2083333;2.146;4312;5778
46.9750000;13.2500000;2.201;4312;5778
46.9750000;13.2916667;2.248;4312;5778
46.9750000;13.3333333;2.258;4312;5778
46.9750000;13.3750000;2.206;4312;5778
46.9750000;13.4166667;2.131;4312;5778
46.9750000;13.4583333;2.061;4312;5778
46.9750000;13.5000000;2.069;4312;5778
46.9750000;13.5416667;2.126;4312;5778
46.9750000;13.5833333;2.180;4312;5778
46.9750000;13.6250000;2.250;4312;5778
46.9750000;13.6666667;2.390;4312;5778
46.9750000;13.7083333;2.532;4312;5778
46.9750000;13.7500000;2.645;4312;5778
46.9750000;13.7916667;2.728;4312;5778
46.9750000;13.8333333;2.765;4312;5778
46.9750000;13.8750000;2.754;4312;5778
46.9750000;13.9166667;2.742;4312;5778
46.9750000;13.9583333;2.722;4312;5778
46.9750000;14.0000000;2.658;4312;5778
46.9750000;14.0416667;2.593;4312;5778
46.9750000;14.0833333;2.511;4312;5778
46.9750000;14.1250000;2.400;4312;5778
46.9750000;14.1666667;2.288;4312;5778
46.9750000;14.2083333;2.195;4312;5778
46.9750000;14.2500000;2.109;4312;5778
46.9750000;14.2916667;2.024;4312;5778
46.9750000;14.3333333;1.940;4312;5778
46.9750000;14.3750000;1.857;4312;5778
46.9750000;14.4166667;1.828;4312;5778
46.9750000;14.4583333;1.855;4312;5778
46.9750000;14.5000000;1.890;4312;5778
46.9750000;14.5416667;1.910;4312;5778
46.9750000;14.5833333;1.948;4312;5778
46.9750000;14.6250000;1.982;4312;5778
46.9750000;14.6666667;1.978;4312;5778
46.9750000;14.7083333;1.940;4312;5778
46.9750000;14.7500000;1.883;4312;5778
46.9750000;14.7916667;1.860;4312;5778
46.9750000;14.8333333;1.924;4312;5778
46.9750000;14.8750000;2.001;4312;5778
46.9750000;14.9166667;2.029;4312;5778
46.9750000;14.9583333;2.016;4312;5778
46.9750000;15.0000000;1.968;4312;5778
46.9750000;15.0416667;1.912;4312;5778
46.9750000;15.0833333;1.841;4312;5778
46.9750000;15.1250000;1.754;4312;5778
46.9750000;15.1666667;1.614;4312;5778
46.9750000;15.2083333;1.441;4312;5778
46.9750000;15.2500000;1.277;4312;5778
46.9750000;15.2916667;1.152;4312;5778
46.9750000;15.3333333;1.067;4312;5778
46.9750000;15.3750000;1.022;4312;5778
46.9750000;15.4166667;0.994;4312;5778
46.9750000;15.4583333;0.981;4312;5778
46.9750000;15.5000000;0.978;4312;5778
46.9750000;15.5416667;0.970;4312;5778
46.9750000;15.5833333;0.933;4312;5778
46.9750000;15.6250000;0.893;4312;5778
46.9750000;15.6666667;0.841;4312;5778
46.9750000;15.7083333;0.786;4312;5778
46.9750000;15.7500000;0.731;4312;5778
46.9750000;15.7916667;0.680;4312;5778
46.9750000;15.8333333;0.644;4312;5778
46.9750000;15.8750000;0.610;4312;5778
46.9750000;15.9166667;0.577;4312;5778
46.9750000;15.9583333;0.539;4312;5778
46.9750000;16.0000000;0.499;4312;5778
46.9750000;16.0416667;0.475;4312;5778
46.9750000;16.0833333;0.460;4312;5778
46.9750000;16.1250000;0.447;4312;5778
46.9750000;16.1666667;0.437;4312;5778
46.9750000;16.2083333;0.432;4312;5778
46.9750000;16.2500000;0.428;4312;5778
46.9750000;16.2916667;0.416;4312;5778
46.9750000;16.3333333;0.377;4312;5778
46.9750000;16.3750000;0.314;4312;5778
46.9750000;16.4166667;0.240;4312;5778
46.9750000;16.4583333;0.169;4312;5778
46.9750000;16.5000000;0.111;4312;5778
46.9750000;16.5416667;0.067;4312;5778
46.9750000;16.5833333;0.039;4312;5778
47.0000000;9.5416667;-0.290;4312;5778
47.0000000;9.5833333;-0.134;4312;5778
47.0000000;9.6250000;0.013;4312;5778
47.0000000;9.6666667;0.140;4312;5778
47.0000000;9.7083333;0.302;4312;5778
47.0000000;9.7500000;0.467;4312;5778
47.0000000;9.7916667;0.652;4312;5778
47.0000000;9.8333333;0.824;4312;5778
47.0000000;9.8750000;0.959;4312;5778
47.0000000;9.9166667;1.059;4312;5778
47.0000000;9.9583333;1.160;4312;5778
47.0000000;10.0000000;1.307;4312;5778
47.0000000;10.0416667;1.514;4312;5778
47.0000000;10.0833333;1.741;4312;5778
47.0000000;10.1250000;1.945;4312;5778
47.0000000;10.1666667;2.104;4312;5778
47.0000000;10.2083333;2.210;4312;5778
47.0000000;10.2500000;2.276;4312;5778
47.0000000;10.2916667;2.342;4312;5778
47.0000000;10.3333333;2.417;4312;5778
47.0000000;10.3750000;2.478;4312;5778
47.0000000;10.4166667;2.502;4312;5778
47.0000000;10.4583333;2.505;4312;5778
47.0000000;10.5000000;2.492;4312;5778
47.0000000;10.5416667;2.457;4312;5778
47.0000000;10.5833333;2.456;4312;5778
47.0000000;10.6250000;2.557;4312;5778
47.0000000;10.6666667;2.715;4312;5778
47.0000000;10.7083333;2.852;4312;5778
47.0000000;10.7500000;2.984;4312;5778
47.0000000;10.7916667;3.113;4312;5778
47.0000000;10.8333333;3.189;4312;5778
47.0000000;10.8750000;3.234;4312;5778
47.0000000;10.9166667;3.273;4312;5778
47.0000000;10.9583333;3.283;4312;5778
47.0000000;11.0000000;3.275;4312;5778
47.0000000;11.0416667;3.318;4312;5778
47.0000000;11.0833333;3.350;4312;5778
47.0000000;11.1250000;3.316;4312;5778
47.0000000;11.1666667;3.217;4312;5778
47.0000000;11.2083333;3.085;4312;5778
47.0000000;11.2500000;2.953;4312;5778
47.0000000;11.2916667;2.810;4312;5778
47.0000000;11.3333333;2.657;4312;5778
47.0000000;11.3750000;2.531;4312;5778
47.0000000;11.4166667;2.424;4312;5778
47.0000000;11.4583333;2.367;4312;5778
47.0000000;11.5000000;2.374;4312;5778
47.0000000;11.5416667;2.442;4312;5778
47.0000000;11.5833333;2.535;4312;5778
47.0000000;11.6250000;2.632;4312;5778
47.0000000;11.6666667;2.722;4312;5778
47.0000000;11.7083333;2.793;4312;5778
47.0000000;11.7500000;2.853;4312;5778
47.0000000;11.7916667;2.876;4312;5778
47.0000000;11.8333333;2.873;4312;5778
47.0000000;11.8750000;2.850;4312;5778
47.0000000;11.9166667;2.813;4312;5778
47.0000000;11.9583333;2.805;4312;5778
47.0000000;12.0000000;2.878;4312;5778
47.0000000;12.0416667;3.014;4312;5778
47.0000000;12.0833333;3.166;4312;5778
47.0000000;12.1250000;3.300;4312;5778
47.0000000;12.1666667;3.397;4312;5778
47.0000000;12.2083333;3.454;4312;5778
47.0000000;12.2500000;3.463;4312;5778
47.0000000;12.2916667;3.405;4312;5778
47.0000000;12.3333333;3.305;4312;5778
47.0000000;12.3750000;3.188;4312;5778
47.0000000;12.4166667;3.061;4312;5778
47.0000000;12.4583333;2.937;4312;5778
47.0000000;12.5000000;2.822;4312;5778
47.0000000;12.5416667;2.752;4312;5778
47.0000000;12.5833333;2.773;4312;5778
47.0000000;12.6250000;2.789;4312;5778
47.0000000;12.6666667;2.829;4312;5778
47.0000000;12.7083333;2.872;4312;5778
47.0000000;12.7500000;2.845;4312;5778
47.0000000;12.7916667;2.733;4312;5778
47.0000000;12.8333333;2.577;4312;5778
47.0000000;12.8750000;2.428;4312;5778
47.0000000;12.9166667;2.379;4312;5778
47.0000000;12.9583333;2.388;4312;5778
47.0000000;13.0000000;2.363;4312;5778
47.0000000;13.0416667;2.307;4312;5778
47.0000000;13.0833333;2.235;4312;5778
47.0000000;13.1250000;2.170;4312;5778
47.0000000;13.1666667;2.128;4312;5778
47.0000000;13.2083333;2.154;4312;5778
47.0000000;13.2500000;2.215;4312;5778
47.0000000;13.2916667;2.261;4312;5778
47.0000000;13.3333333;2.266;4312;5778
47.0000000;13.3750000;2.214;4312;5778
47.0000000;13.4166667;2.146;4312;5778
47.0000000;13.4583333;2.133;4312;5778
47.0000000;13.5000000;2.178;4312;5778
47.0000000;13.5416667;2.211;4312;5778
47.0000000;13.5833333;2.222;4312;5778
47.0000000;13.6250000;2.271;4312;5778
47.0000000;13.6666667;2.393;4312;5778
47.0000000;13.7083333;2.512;4312;5778
47.0000000;13.7500000;2.618;4312;5778
47.0000000;13.7916667;2.699;4312;5778
47.0000000;13.8333333;2.737;4312;5778
47.0000000;13.8750000;2.727;4312;5778
47.0000000;13.9166667;2.719;4312;5778
47.0000000;13.9583333;2.711;4312;5778
47.0000000;14.0000000;2.657;4312;5778
47.0000000;14.0416667;2.616;4312;5778
47.0000000;14.0833333;2.564;4312;5778
47.0000000;14.1250000;2.462;4312;5778
47.0000000;14.1666667;2.341;4312;5778
47.0000000;14.2083333;2.246;4312;5778
47.0000000;14.2500000;2.169;4312;5778
47.0000000;14.2916667;2.097;4312;5778
47.0000000;14.3333333;2.033;4312;5778
47.0000000;14.3750000;1.949;4312;5778
47.0000000;14.4166667;1.909;4312;5778
47.0000000;14.4583333;1.923;4312;5778
47.0000000;14.5000000;1.946;4312;5778
47.0000000;14.5416667;1.986;4312;5778
47.0000000;14.5833333;2.038;4312;5778
47.0000000;14.6250000;2.043;4312;5778
47.0000000;14.6666667;2.002;4312;5778
47.0000000;14.7083333;1.947;4312;5778
47.0000000;14.7500000;1.901;4312;5778
47.0000000;14.7916667;1.927;4312;5778
47.0000000;14.8333333;2.002;4312;5778
47.0000000;14.8750000;2.065;4312;5778
47.0000000;14.9166667;2.067;4312;5778
47.0000000;14.9583333;2.015;4312;5778
47.0000000;15.0000000;1.937;4312;5778
47.0000000;15.0416667;1.859;4312;5778
47.0000000;15.0833333;1.765;4312;5778
47.0000000;15.1250000;1.671;4312;5778
47.0000000;15.1666667;1.560;4312;5778
47.0000000;15.2083333;1.411;4312;5778
47.0000000;15.2500000;1.276;4312;5778
47.0000000;15.2916667;1.175;4312;5778
47.0000000;15.3333333;1.107;4312;5778
47.0000000;15.3750000;1.070;4312;5778
47.0000000;15.4166667;1.041;4312;5778
47.0000000;15.4583333;1.025;4312;5778
47.0000000;15.5000000;1.016;4312;5778
47.0000000;15.5416667;1.006;4312;5778
47.0000000;15.5833333;0.978;4312;5778
47.0000000;15.6250000;0.938;4312;5778
47.0000000;15.6666667;0.888;4312;5778
47.0000000;15.7083333;0.829;4312;5778
47.0000000;15.7500000;0.777;4312;5778
47.0000000;15.7916667;0.734;4312;5778
47.0000000;15.8333333;0.696;4312;5778
47.0000000;15.8750000;0.660;4312;5778
47.0000000;15.9166667;0.621;4312;5778
47.0000000;15.9583333;0.572;4312;5778
47.0000000;16.0000000;0.529;4312;5778
47.0000000;16.0416667;0.496;4312;5778
47.0000000;16.0833333;0.473;4312;5778
47.0000000;16.1250000;0.460;4312;5778
47.0000000;16.1666667;0.460;4312;5778
47.0000000;16.2083333;0.474;4312;5778
47.0000000;16.2500000;0.485;4312;5778
47.0000000;16.2916667;0.478;4312;5778
47.0000000;16.3333333;0.439;4312;5778
47.0000000;16.3750000;0.382;4312;5778
47.0000000;16.4166667;0.308;4312;5778
47.0000000;16.4583333;0.227;4312;5778
47.0000000;16.5000000;0.160;4312;5778
47.0000000;16.5416667;0.108;4312;5778
47.0000000;16.5833333;0.069;4312;5778
47.0250000;9.5416667;-0.284;4312;5778
47.0250000;9.5833333;-0.078;4312;5778
47.0250000;9.6250000;0.071;4312;5778
47.0250000;9.6666667;0.199;4312;5778
47.0250000;9.7083333;0.353;4312;5778
47.0250000;9.7500000;0.492;4312;5778
47.0250000;9.7916667;0.632;4312;5778
47.0250000;9.8333333;0.759;4312;5778
47.0250000;9.8750000;0.862;4312;5778
47.0250000;9.9166667;0.943;4312;5778
47.0250000;9.9583333;1.043;4312;5778
47.0250000;10.0000000;1.236;4312;5778
47.0250000;10.0416667;1.473;4312;5778
47.0250000;10.0833333;1.693;4312;5778
47.0250000;10.1250000;1.895;4312;5778
47.0250000;10.1666667;2.063;4312;5778
47.0250000;10.2083333;2.187;4312;5778
47.0250000;10.2500000;2.257;4312;5778
47.0250000;10.2916667;2.299;4312;5778
47.0250000;10.3333333;2.347;4312;5778
47.0250000;10.3750000;2.408;4312;5778
47.0250000;10.4166667;2.449;4312;5778
47.0250000;10.4583333;2.473;4312;5778
47.0250000;10.5000000;2.473;4312;5778
47.0250000;10.5416667;2.445;4312;5778
47.0250000;10.5833333;2.396;4312;5778
47.0250000;10.6250000;2.419;4312;5778
47.0250000;10.6666667;2.551;4312;5778
47.0250000;10.7083333;2.694;4312;5778
47.0250000;10.7500000;2.842;4312;5778
47.0250000;10.7916667;2.987;4312;5778
47.0250000;10.8333333;3.066;4312;5778
47.0250000;10.8750000;3.122;4312;5778
47.0250000;10.9166667;3.166;4312;5778
47.0250000;10.9583333;3.165;4312;5778
47.0250000;11.0000000;3.191;4312;5778
47.0250000;11.0416667;3.257;4312;5778
47.0250000;11.0833333;3.299;4312;5778
47.0250000;11.1250000;3.258;4312;5778
47.0250000;11.1666667;3.149;4312;5778
47.0250000;11.2083333;3.001;4312;5778
47.0250000;11.2500000;2.863;4312;5778
47.0250000;11.2916667;2.732;4312;5778
47.0250000;11.3333333;2.581;4312;5778
47.0250000;11.3750000;2.451;4312;5778
47.0250000;11.4166667;2.356;4312;5778
47.0250000;11.4583333;2.290;4312;5778
47.0250000;11.5000000;2.281;4312;5778
47.0250000;11.5416667;2.349;4312;5778
47.0250000;11.5833333;2.464;4312;5778
47.0250000;11.6250000;2.575;4312;5778
