BREITE;LAENGE;UNDULATION;EPSG_3D
46.8750000;13.0000000;50.235;4937
46.8750000;13.0416667;50.206;4937
46.8750000;13.0833333;50.209;4937
46.8750000;13.1250000;50.196;4937
46.8750000;13.1666667;50.115;4937
46.8750000;13.2083333;49.983;4937
46.8750000;13.2500000;49.839;4937
46.8750000;13.2916667;49.711;4937
46.8750000;13.3333333;49.639;4937
46.8750000;13.3750000;49.618;4937
46.8750000;13.4166667;49.577;4937
46.8750000;13.4583333;49.496;4937
46.8750000;13.5000000;49.416;4937
46.8750000;13.5416667;49.475;4937
46.8750000;13.5833333;49.603;4937
46.8750000;13.6250000;49.732;4937
46.8750000;13.6666667;49.849;4937
46.8750000;13.7083333;49.946;4937
46.8750000;13.7500000;50.021;4937
46.8750000;13.7916667;50.054;4937
46.8750000;13.8333333;50.041;4937
46.8750000;13.8750000;49.995;4937
46.8750000;13.9166667;49.951;4937
46.8750000;13.9583333;49.880;4937
46.8750000;14.0000000;49.755;4937
46.8750000;14.0416667;49.588;4937
46.8750000;14.0833333;49.432;4937
46.8750000;14.1250000;49.297;4937
46.8750000;14.1666667;49.198;4937
46.8750000;14.2083333;49.099;4937
46.8750000;14.2500000;48.998;4937
46.8750000;14.2916667;48.904;4937
46.8750000;14.3333333;48.818;4937
46.8750000;14.3750000;48.731;4937
46.8750000;14.4166667;48.636;4937
46.8750000;14.4583333;48.563;4937
46.8750000;14.5000000;48.555;4937
46.8750000;14.5416667;48.608;4937
46.8750000;14.5833333;48.730;4937
46.8750000;14.6250000;48.841;4937
46.8750000;14.6666667;48.845;4937
46.8750000;14.7083333;48.739;4937
46.8750000;14.7500000;48.596;4937
46.8750000;14.7916667;48.486;4937
46.8750000;14.8333333;48.450;4937
46.8750000;14.8750000;48.497;4937
46.8750000;14.9166667;48.603;4937
46.8750000;14.9583333;48.696;4937
46.8750000;15.0000000;48.737;4937
46.8750000;15.0416667;48.663;4937
46.8750000;15.0833333;48.505;4937
46.8750000;15.1250000;48.327;4937
46.8750000;15.1666667;48.142;4937
46.8750000;15.2083333;47.914;4937
46.8750000;15.2500000;47.700;4937
46.8750000;15.2916667;47.536;4937
46.8750000;15.3333333;47.414;4937
46.8750000;15.3750000;47.337;4937
46.8750000;15.4166667;47.289;4937
46.8750000;15.4583333;47.243;4937
46.8750000;15.5000000;47.193;4937
46.8750000;15.5416667;47.118;4937
46.8750000;15.5833333;47.039;4937
46.8750000;15.6250000;46.952;4937
46.8750000;15.6666667;46.856;4937
46.8750000;15.7083333;46.758;4937
46.8750000;15.7500000;46.668;4937
46.8750000;15.7916667;46.598;4937
46.8750000;15.8333333;46.540;4937
46.8750000;15.8750000;46.496;4937
46.8750000;15.9166667;46.460;4937
46.8750000;15.9583333;46.422;4937
46.8750000;16.0000000;46.386;4937
46.8750000;16.0416667;46.354;4937
46.8750000;16.0833333;46.303;4937
46.8750000;16.1250000;46.224;4937
46.8750000;16.1666667;46.130;4937
46.8750000;16.2083333;46.034;4937
46.8750000;16.2500000;45.933;4937
46.8750000;16.2916667;45.835;4937
46.9000000;9.7916667;49.694;4937
46.9000000;9.8333333;49.863;4937
46.9000000;9.8750000;50.060;4937
46.9000000;9.9166667;50.267;4937
46.9000000;9.9583333;50.472;4937
46.9000000;10.0000000;50.648;4937
46.9000000;10.0416667;50.804;4937
46.9000000;10.0833333;50.947;4937
46.9000000;10.1250000;51.071;4937
46.9000000;10.1666667;51.179;4937
46.9000000;10.2083333;51.266;4937
46.9000000;10.2500000;51.329;4937
46.9000000;10.2916667;51.355;4937
46.9000000;10.3333333;51.366;4937
46.9000000;10.3750000;51.369;4937
46.9000000;10.4166667;51.344;4937
46.9000000;10.4583333;51.304;4937
46.9000000;10.5000000;51.341;4937
46.9000000;10.5416667;51.467;4937
46.9000000;10.5833333;51.606;4937
46.9000000;10.6250000;51.749;4937
46.9000000;10.6666667;51.889;4937
46.9000000;10.7083333;52.007;4937
46.9000000;10.7500000;52.115;4937
46.9000000;10.7916667;52.215;4937
46.9000000;10.8333333;52.275;4937
46.9000000;10.8750000;52.282;4937
46.9000000;10.9166667;52.252;4937
46.9000000;10.9583333;52.199;4937
46.9000000;11.0000000;52.116;4937
46.9000000;11.0416667;52.065;4937
46.9000000;11.0833333;52.005;4937
46.9000000;11.1250000;51.912;4937
46.9000000;11.1666667;51.775;4937
46.9000000;11.2083333;51.628;4937
46.9000000;11.2500000;51.465;4937
46.9000000;11.2916667;51.303;4937
46.9000000;11.3333333;51.157;4937
46.9000000;11.3750000;51.023;4937
46.9000000;11.4166667;50.915;4937
46.9000000;11.4583333;50.873;4937
46.9000000;11.5000000;50.910;4937
46.9000000;11.6666667;51.107;4937
46.9000000;11.7083333;51.158;4937
46.9000000;11.7500000;51.225;4937
46.9000000;11.7916667;51.241;4937
46.9000000;12.0833333;51.651;4937
46.9000000;12.1250000;51.719;4937
46.9000000;12.1666667;51.757;4937
46.9000000;12.2083333;51.761;4937
46.9000000;12.2500000;51.735;4937
46.9000000;12.2916667;51.696;4937
46.9000000;12.3333333;51.639;4937
46.9000000;12.3750000;51.579;4937
46.9000000;12.4166667;51.509;4937
46.9000000;12.4583333;51.422;4937
46.9000000;12.5000000;51.319;4937
46.9000000;12.5416667;51.209;4937
46.9000000;12.5833333;51.071;4937
46.9000000;12.6250000;50.948;4937
46.9000000;12.6666667;50.917;4937
46.9000000;12.7083333;50.916;4937
46.9000000;12.7500000;50.858;4937
46.9000000;12.7916667;50.752;4937
46.9000000;12.8333333;50.617;4937
46.9000000;12.8750000;50.463;4937
46.9000000;12.9166667;50.355;4937
46.9000000;12.9583333;50.320;4937
46.9000000;13.0000000;50.251;4937
46.9000000;13.0416667;50.151;4937
46.9000000;13.0833333;50.100;4937
46.9000000;13.1250000;50.093;4937
46.9000000;13.1666667;50.029;4937
46.9000000;13.2083333;49.915;4937
46.9000000;13.2500000;49.793;4937
46.9000000;13.2916667;49.759;4937
46.9000000;13.3333333;49.761;4937
46.9000000;13.3750000;49.750;4937
46.9000000;13.4166667;49.689;4937
46.9000000;13.4583333;49.580;4937
46.9000000;13.5000000;49.471;4937
46.9000000;13.5416667;49.474;4937
46.9000000;13.5833333;49.593;4937
46.9000000;13.6250000;49.739;4937
46.9000000;13.6666667;49.881;4937
46.9000000;13.7083333;50.002;4937
46.9000000;13.7500000;50.086;4937
46.9000000;13.7916667;50.121;4937
46.9000000;13.8333333;50.118;4937
46.9000000;13.8750000;50.092;4937
46.9000000;13.9166667;50.055;4937
46.9000000;13.9583333;49.983;4937
46.9000000;14.0000000;49.855;4937
46.9000000;14.0416667;49.690;4937
46.9000000;14.0833333;49.526;4937
46.9000000;14.1250000;49.403;4937
46.9000000;14.1666667;49.303;4937
46.9000000;14.2083333;49.195;4937
46.9000000;14.2500000;49.086;4937
46.9000000;14.2916667;48.967;4937
46.9000000;14.3333333;48.854;4937
46.9000000;14.3750000;48.766;4937
46.9000000;14.4166667;48.690;4937
46.9000000;14.4583333;48.649;4937
46.9000000;14.5000000;48.630;4937
46.9000000;14.5416667;48.650;4937
46.9000000;14.5833333;48.740;4937
46.9000000;14.6250000;48.828;4937
46.9000000;14.6666667;48.836;4937
46.9000000;14.7083333;48.751;4937
46.9000000;14.7500000;48.630;4937
46.9000000;14.7916667;48.545;4937
46.9000000;14.8333333;48.517;4937
46.9000000;14.8750000;48.564;4937
46.9000000;14.9166667;48.644;4937
46.9000000;14.9583333;48.702;4937
46.9000000;15.0000000;48.717;4937
46.9000000;15.0416667;48.653;4937
46.9000000;15.0833333;48.522;4937
46.9000000;15.1250000;48.369;4937
46.9000000;15.1666667;48.179;4937
46.9000000;15.2083333;47.937;4937
46.9000000;15.2500000;47.713;4937
46.9000000;15.2916667;47.543;4937
46.9000000;15.3333333;47.419;4937
46.9000000;15.3750000;47.338;4937
46.9000000;15.4166667;47.280;4937
46.9000000;15.4583333;47.234;4937
46.9000000;15.5000000;47.189;4937
46.9000000;15.5416667;47.133;4937
46.9000000;15.5833333;47.055;4937
46.9000000;15.6250000;46.967;4937
46.9000000;15.6666667;46.870;4937
46.9000000;15.7083333;46.776;4937
46.9000000;15.7500000;46.690;4937
46.9000000;15.7916667;46.613;4937
46.9000000;15.8333333;46.553;4937
46.9000000;15.8750000;46.503;4937
46.9000000;15.9166667;46.455;4937
46.9000000;15.9583333;46.398;4937
46.9000000;16.0000000;46.352;4937
46.9000000;16.0416667;46.319;4937
46.9000000;16.0833333;46.274;4937
46.9000000;16.1250000;46.208;4937
46.9000000;16.1666667;46.130;4937
46.9000000;16.2083333;46.048;4937
46.9000000;16.2500000;45.967;4937
46.9000000;16.2916667;45.880;4937
46.9000000;16.3333333;45.784;4937
46.9250000;9.7500000;49.394;4937
46.9250000;9.7916667;49.576;4937
46.9250000;9.8333333;49.795;4937
46.9250000;9.8750000;50.000;4937
46.9250000;9.9166667;50.186;4937
46.9250000;9.9583333;50.361;4937
46.9250000;10.0000000;50.522;4937
46.9250000;10.0416667;50.662;4937
46.9250000;10.0833333;50.803;4937
46.9250000;10.1250000;50.946;4937
46.9250000;10.1666667;51.067;4937
46.9250000;10.2083333;51.168;4937
46.9250000;10.2500000;51.248;4937
46.9250000;10.2916667;51.297;4937
46.9250000;10.3333333;51.329;4937
46.9250000;10.3750000;51.337;4937
46.9250000;10.4166667;51.316;4937
46.9250000;10.4583333;51.273;4937
46.9250000;10.5000000;51.277;4937
46.9250000;10.5416667;51.371;4937
46.9250000;10.5833333;51.489;4937
46.9250000;10.6250000;51.638;4937
46.9250000;10.6666667;51.785;4937
46.9250000;10.7083333;51.901;4937
46.9250000;10.7500000;52.004;4937
46.9250000;10.7916667;52.099;4937
46.9250000;10.8333333;52.169;4937
46.9250000;10.8750000;52.186;4937
46.9250000;10.9166667;52.175;4937
46.9250000;10.9583333;52.117;4937
46.9250000;11.0000000;52.045;4937
46.9250000;11.0416667;52.010;4937
46.9250000;11.0833333;51.993;4937
46.9250000;11.1250000;51.935;4937
46.9250000;11.1666667;51.828;4937
46.9250000;11.2083333;51.668;4937
46.9250000;11.2500000;51.489;4937
46.9250000;11.2916667;51.322;4937
46.9250000;11.3333333;51.174;4937
46.9250000;11.3750000;51.042;4937
46.9250000;11.4166667;50.925;4937
46.9250000;11.4583333;50.886;4937
46.9250000;11.5000000;50.918;4937
46.9250000;11.5416667;50.973;4937
46.9250000;11.5833333;51.042;4937
46.9250000;11.6250000;51.095;4937
46.9250000;11.6666667;51.144;4937
46.9250000;11.7083333;51.209;4937
46.9250000;11.7500000;51.260;4937
46.9250000;11.7916667;51.263;4937
46.9250000;11.8333333;51.229;4937
46.9250000;11.8750000;51.194;4937
46.9250000;12.0833333;51.636;4937
46.9250000;12.1250000;51.732;4937
46.9250000;12.1666667;51.768;4937
46.9250000;12.2083333;51.755;4937
46.9250000;12.2500000;51.717;4937
46.9250000;12.2916667;51.663;4937
46.9250000;12.3333333;51.593;4937
46.9250000;12.3750000;51.509;4937
46.9250000;12.4166667;51.421;4937
46.9250000;12.4583333;51.324;4937
46.9250000;12.5000000;51.214;4937
46.9250000;12.5416667;51.086;4937
46.9250000;12.5833333;50.960;4937
46.9250000;12.6250000;50.925;4937
46.9250000;12.6666667;50.965;4937
46.9250000;12.7083333;50.978;4937
46.9250000;12.7500000;50.922;4937
46.9250000;12.7916667;50.803;4937
46.9250000;12.8333333;50.657;4937
46.9250000;12.8750000;50.476;4937
46.9250000;12.9166667;50.355;4937
46.9250000;12.9583333;50.333;4937
46.9250000;13.0000000;50.272;4937
46.9250000;13.0416667;50.148;4937
46.9250000;13.0833333;50.020;4937
46.9250000;13.1250000;49.963;4937
46.9250000;13.1666667;49.910;4937
46.9250000;13.2083333;49.835;4937
46.9250000;13.2500000;49.819;4937
46.9250000;13.2916667;49.848;4937
46.9250000;13.3333333;49.866;4937
46.9250000;13.3750000;49.832;4937
46.9250000;13.4166667;49.748;4937
46.9250000;13.4583333;49.627;4937
46.9250000;13.5000000;49.515;4937
46.9250000;13.5416667;49.500;4937
46.9250000;13.5833333;49.597;4937
46.9250000;13.6250000;49.736;4937
46.9250000;13.6666667;49.891;4937
46.9250000;13.7083333;50.026;4937
46.9250000;13.7500000;50.114;4937
46.9250000;13.7916667;50.158;4937
46.9250000;13.8333333;50.162;4937
46.9250000;13.8750000;50.139;4937
46.9250000;13.9166667;50.110;4937
46.9250000;13.9583333;50.044;4937
46.9250000;14.0000000;49.926;4937
46.9250000;14.0416667;49.775;4937
46.9250000;14.0833333;49.625;4937
46.9250000;14.1250000;49.505;4937
46.9250000;14.1666667;49.400;4937
46.9250000;14.2083333;49.289;4937
46.9250000;14.2500000;49.166;4937
46.9250000;14.2916667;49.042;4937
46.9250000;14.3333333;48.921;4937
46.9250000;14.3750000;48.823;4937
46.9250000;14.4166667;48.746;4937
46.9250000;14.4583333;48.729;4937
46.9250000;14.5000000;48.717;4937
46.9250000;14.5416667;48.711;4937
46.9250000;14.5833333;48.759;4937
46.9250000;14.6250000;48.815;4937
46.9250000;14.6666667;48.824;4937
46.9250000;14.7083333;48.758;4937
46.9250000;14.7500000;48.667;4937
46.9250000;14.7916667;48.588;4937
46.9250000;14.8333333;48.562;4937
46.9250000;14.8750000;48.605;4937
46.9250000;14.9166667;48.652;4937
46.9250000;14.9583333;48.683;4937
46.9250000;15.0000000;48.680;4937
46.9250000;15.0416667;48.628;4937
46.9250000;15.0833333;48.527;4937
46.9250000;15.1250000;48.386;4937
46.9250000;15.1666667;48.177;4937
46.9250000;15.2083333;47.937;4937
46.9250000;15.2500000;47.719;4937
46.9250000;15.2916667;47.548;4937
46.9250000;15.3333333;47.422;4937
46.9250000;15.3750000;47.336;4937
46.9250000;15.4166667;47.280;4937
46.9250000;15.4583333;47.232;4937
46.9250000;15.5000000;47.192;4937
46.9250000;15.5416667;47.145;4937
46.9250000;15.5833333;47.068;4937
46.9250000;15.6250000;46.983;4937
46.9250000;15.6666667;46.889;4937
46.9250000;15.7083333;46.800;4937
46.9250000;15.7500000;46.714;4937
46.9250000;15.7916667;46.636;4937
46.9250000;15.8333333;46.569;4937
46.9250000;15.8750000;46.507;4937
46.9250000;15.9166667;46.444;4937
46.9250000;15.9583333;46.380;4937
46.9250000;16.0000000;46.325;4937
46.9250000;16.0416667;46.284;4937
46.9250000;16.0833333;46.241;4937
46.9250000;16.1250000;46.179;4937
46.9250000;16.1666667;46.110;4937
46.9250000;16.2083333;46.046;4937
46.9250000;16.2500000;45.987;4937
46.9250000;16.2916667;45.920;4937
46.9250000;16.3333333;45.831;4937
46.9250000;16.3750000;45.722;4937
46.9250000;16.4166667;45.617;4937
46.9250000;16.4583333;45.525;4937
46.9500000;9.6666667;49.022;4937
46.9500000;9.7083333;49.129;4937
46.9500000;9.7500000;49.322;4937
46.9500000;9.7916667;49.520;4937
46.9500000;9.8333333;49.729;4937
46.9500000;9.8750000;49.919;4937
46.9500000;9.9166667;50.075;4937
46.9500000;9.9583333;50.226;4937
46.9500000;10.0000000;50.367;4937
46.9500000;10.0416667;50.497;4937
46.9500000;10.0833333;50.659;4937
46.9500000;10.1250000;50.824;4937
46.9500000;10.1666667;50.956;4937
46.9500000;10.2083333;51.062;4937
46.9500000;10.2500000;51.147;4937
46.9500000;10.2916667;51.222;4937
46.9500000;10.3333333;51.265;4937
46.9500000;10.3750000;51.281;4937
46.9500000;10.4166667;51.264;4937
46.9500000;10.4583333;51.235;4937
46.9500000;10.5000000;51.209;4937
46.9500000;10.5416667;51.247;4937
46.9500000;10.5833333;51.354;4937
46.9500000;10.6250000;51.510;4937
46.9500000;10.6666667;51.668;4937
46.9500000;10.7083333;51.778;4937
46.9500000;10.7500000;51.882;4937
46.9500000;10.7916667;51.982;4937
46.9500000;10.8333333;52.039;4937
46.9500000;10.8750000;52.068;4937
46.9500000;10.9166667;52.078;4937
46.9500000;10.9583333;52.041;4937
46.9500000;11.0000000;51.971;4937
46.9500000;11.0416667;51.957;4937
46.9500000;11.0833333;51.973;4937
46.9500000;11.1250000;51.939;4937
46.9500000;11.1666667;51.836;4937
46.9500000;11.2083333;51.692;4937
46.9500000;11.2500000;51.516;4937
46.9500000;11.2916667;51.340;4937
46.9500000;11.3333333;51.183;4937
46.9500000;11.3750000;51.039;4937
46.9500000;11.4166667;50.930;4937
46.9500000;11.4583333;50.890;4937
46.9500000;11.5000000;50.912;4937
46.9500000;11.5416667;50.961;4937
46.9500000;11.5833333;51.022;4937
46.9500000;11.6250000;51.090;4937
46.9500000;11.6666667;51.161;4937
46.9500000;11.7083333;51.236;4937
46.9500000;11.7500000;51.285;4937
46.9500000;11.7916667;51.282;4937
46.9500000;11.8333333;51.239;4937
46.9500000;11.8750000;51.178;4937
46.9500000;11.9166667;51.129;4937
46.9500000;11.9583333;51.180;4937
46.9500000;12.0416667;51.447;4937
46.9500000;12.0833333;51.581;4937
46.9500000;12.1250000;51.690;4937
46.9500000;12.1666667;51.737;4937
46.9500000;12.2083333;51.743;4937
46.9500000;12.2500000;51.712;4937
46.9500000;12.2916667;51.662;4937
46.9500000;12.3333333;51.579;4937
46.9500000;12.3750000;51.474;4937
46.9500000;12.4166667;51.359;4937
46.9500000;12.4583333;51.248;4937
46.9500000;12.5000000;51.129;4937
46.9500000;12.5416667;50.992;4937
46.9500000;12.5833333;50.899;4937
46.9500000;12.6250000;50.907;4937
46.9500000;12.6666667;50.958;4937
46.9500000;12.7083333;50.975;4937
46.9500000;12.7500000;50.927;4937
46.9500000;12.7916667;50.806;4937
46.9500000;12.8333333;50.635;4937
46.9500000;12.8750000;50.440;4937
46.9500000;12.9166667;50.330;4937
46.9500000;12.9583333;50.317;4937
46.9500000;13.0000000;50.260;4937
46.9500000;13.0416667;50.138;4937
46.9500000;13.0833333;50.012;4937
46.9500000;13.1250000;49.937;4937
46.9500000;13.1666667;49.874;4937
46.9500000;13.2083333;49.854;4937
46.9500000;13.2500000;49.886;4937
46.9500000;13.2916667;49.917;4937
46.9500000;13.3333333;49.917;4937
46.9500000;13.3750000;49.863;4937
46.9500000;13.4166667;49.768;4937
46.9500000;13.4583333;49.653;4937
46.9500000;13.5000000;49.562;4937
46.9500000;13.5416667;49.586;4937
46.9500000;13.5833333;49.655;4937
46.9500000;13.6250000;49.749;4937
46.9500000;13.6666667;49.895;4937
46.9500000;13.7083333;50.025;4937
46.9500000;13.7500000;50.115;4937
46.9500000;13.7916667;50.167;4937
46.9500000;13.8333333;50.170;4937
46.9500000;13.8750000;50.141;4937
46.9500000;13.9166667;50.111;4937
46.9500000;13.9583333;50.054;4937
46.9500000;14.0000000;49.949;4937
46.9500000;14.0416667;49.829;4937
46.9500000;14.0833333;49.699;4937
46.9500000;14.1250000;49.567;4937
46.9500000;14.1666667;49.452;4937
46.9500000;14.2083333;49.339;4937
46.9500000;14.2500000;49.219;4937
46.9500000;14.2916667;49.102;4937
46.9500000;14.3333333;48.984;4937
46.9500000;14.3750000;48.875;4937
46.9500000;14.4166667;48.793;4937
46.9500000;14.4583333;48.789;4937
46.9500000;14.5000000;48.793;4937
46.9500000;14.5416667;48.782;4937
46.9500000;14.5833333;48.801;4937
46.9500000;14.6250000;48.832;4937
46.9500000;14.6666667;48.826;4937
46.9500000;14.7083333;48.769;4937
46.9500000;14.7500000;48.682;4937
46.9500000;14.7916667;48.606;4937
46.9500000;14.8333333;48.610;4937
46.9500000;14.8750000;48.654;4937
46.9500000;14.9166667;48.670;4937
46.9500000;14.9583333;48.671;4937
46.9500000;15.0000000;48.635;4937
46.9500000;15.0416667;48.569;4937
46.9500000;15.0833333;48.477;4937
46.9500000;15.1250000;48.356;4937
46.9500000;15.1666667;48.167;4937
46.9500000;15.2083333;47.939;4937
46.9500000;15.2500000;47.720;4937
46.9500000;15.2916667;47.552;4937
46.9500000;15.3333333;47.425;4937
46.9500000;15.3750000;47.342;4937
46.9500000;15.4166667;47.284;4937
46.9500000;15.4583333;47.237;4937
46.9500000;15.5000000;47.201;4937
46.9500000;15.5416667;47.158;4937
46.9500000;15.5833333;47.084;4937
46.9500000;15.6250000;47.004;4937
46.9500000;15.6666667;46.916;4937
46.9500000;15.7083333;46.826;4937
46.9500000;15.7500000;46.740;4937
46.9500000;15.7916667;46.657;4937
46.9500000;15.8333333;46.581;4937
46.9500000;15.8750000;46.515;4937
46.9500000;15.9166667;46.446;4937
46.9500000;15.9583333;46.377;4937
46.9500000;16.0000000;46.315;4937
46.9500000;16.0416667;46.264;4937
46.9500000;16.0833333;46.222;4937
46.9500000;16.1250000;46.164;4937
46.9500000;16.1666667;46.106;4937
46.9500000;16.2083333;46.053;4937
46.9500000;16.2500000;46.007;4937
46.9500000;16.2916667;45.951;4937
46.9500000;16.3333333;45.870;4937
46.9500000;16.3750000;45.762;4937
46.9500000;16.4166667;45.652;4937
46.9500000;16.4583333;45.553;4937
46.9500000;16.5000000;45.467;4937
46.9500000;16.5416667;45.394;4937
46.9750000;9.5833333;48.641;4937
46.9750000;9.6250000;48.786;4937
46.9750000;9.6666667;48.917;4937
46.9750000;9.7083333;49.071;4937
46.9750000;9.7500000;49.265;4937
46.9750000;9.7916667;49.469;4937
46.9750000;9.8333333;49.662;4937
46.9750000;9.8750000;49.820;4937
46.9750000;9.9166667;49.948;4937
46.9750000;9.9583333;50.072;4937
46.9750000;10.0000000;50.200;4937
46.9750000;10.0416667;50.351;4937
46.9750000;10.0833333;50.547;4937
46.9750000;10.1250000;50.743;4937
46.9750000;10.1666667;50.882;4937
46.9750000;10.2083333;50.982;4937
46.9750000;10.2500000;51.056;4937
46.9750000;10.2916667;51.135;4937
46.9750000;10.3333333;51.197;4937
46.9750000;10.3750000;51.228;4937
46.9750000;10.4166667;51.224;4937
46.9750000;10.4583333;51.205;4937
46.9750000;10.5000000;51.174;4937
46.9750000;10.5416667;51.156;4937
46.9750000;10.5833333;51.218;4937
46.9750000;10.6250000;51.367;4937
46.9750000;10.6666667;51.526;4937
46.9750000;10.7083333;51.643;4937
46.9750000;10.7500000;51.751;4937
46.9750000;10.7916667;51.860;4937
46.9750000;10.8333333;51.917;4937
46.9750000;10.8750000;51.948;4937
46.9750000;10.9166667;51.974;4937
46.9750000;10.9583333;51.955;4937
46.9750000;11.0000000;51.912;4937
46.9750000;11.0416667;51.919;4937
46.9750000;11.0833333;51.940;4937
46.9750000;11.1250000;51.903;4937
46.9750000;11.1666667;51.808;4937
46.9750000;11.2083333;51.669;4937
46.9750000;11.2500000;51.506;4937
46.9750000;11.2916667;51.340;4937
46.9750000;11.3333333;51.176;4937
46.9750000;11.3750000;51.030;4937
46.9750000;11.4166667;50.926;4937
46.9750000;11.4583333;50.868;4937
46.9750000;11.5000000;50.875;4937
46.9750000;11.5416667;50.924;4937
46.9750000;11.5833333;50.991;4937
46.9750000;11.6250000;51.066;4937
46.9750000;11.6666667;51.148;4937
46.9750000;11.7083333;51.219;4937
46.9750000;11.7500000;51.270;4937
46.9750000;11.7916667;51.273;4937
46.9750000;11.8333333;51.237;4937
46.9750000;11.8750000;51.170;4937
46.9750000;11.9166667;51.105;4937
46.9750000;11.9583333;51.125;4937
46.9750000;12.0000000;51.233;4937
46.9750000;12.0416667;51.367;4937
46.9750000;12.0833333;51.505;4937
46.9750000;12.1250000;51.615;4937
46.9750000;12.1666667;51.682;4937
46.9750000;12.2083333;51.697;4937
46.9750000;12.2500000;51.686;4937
46.9750000;12.2916667;51.625;4937
46.9750000;12.3333333;51.528;4937
46.9750000;12.3750000;51.403;4937
46.9750000;12.4166667;51.265;4937
46.9750000;12.4583333;51.133;4937
46.9750000;12.5000000;51.006;4937
46.9750000;12.5416667;50.885;4937
46.9750000;12.5833333;50.848;4937
46.9750000;12.6250000;50.854;4937
46.9750000;12.6666667;50.895;4937
46.9750000;12.7083333;50.925;4937
46.9750000;12.7500000;50.877;4937
46.9750000;12.7916667;50.754;4937
46.9750000;12.8333333;50.575;4937
46.9750000;12.8750000;50.377;4937
46.9750000;12.9166667;50.289;4937
46.9750000;12.9583333;50.274;4937
46.9750000;13.0000000;50.229;4937
46.9750000;13.0416667;50.131;4937
46.9750000;13.0833333;50.032;4937
46.9750000;13.1250000;49.955;4937
46.9750000;13.1666667;49.887;4937
46.9750000;13.2083333;49.886;4937
46.9750000;13.2500000;49.920;4937
46.9750000;13.2916667;49.945;4937
46.9750000;13.3333333;49.932;4937
46.9750000;13.3750000;49.857;4937
46.9750000;13.4166667;49.759;4937
46.9750000;13.4583333;49.667;4937
46.9750000;13.5000000;49.655;4937
46.9750000;13.5416667;49.689;4937
46.9750000;13.5833333;49.719;4937
46.9750000;13.6250000;49.765;4937
46.9750000;13.6666667;49.882;4937
46.9750000;13.7083333;50.000;4937
46.9750000;13.7500000;50.089;4937
46.9750000;13.7916667;50.147;4937
46.9750000;13.8333333;50.158;4937
46.9750000;13.8750000;50.122;4937
46.9750000;13.9166667;50.085;4937
46.9750000;13.9583333;50.039;4937
46.9750000;14.0000000;49.949;4937
46.9750000;14.0416667;49.859;4937
46.9750000;14.0833333;49.752;4937
46.9750000;14.1250000;49.614;4937
46.9750000;14.1666667;49.475;4937
46.9750000;14.2083333;49.356;4937
46.9750000;14.2500000;49.244;4937
46.9750000;14.2916667;49.132;4937
46.9750000;14.3333333;49.021;4937
46.9750000;14.3750000;48.910;4937
46.9750000;14.4166667;48.856;4937
46.9750000;14.4583333;48.856;4937
46.9750000;14.5000000;48.863;4937
46.9750000;14.5416667;48.855;4937
46.9750000;14.5833333;48.865;4937
46.9750000;14.6250000;48.870;4937
46.9750000;14.6666667;48.836;4937
46.9750000;14.7083333;48.768;4937
46.9750000;14.7500000;48.681;4937
46.9750000;14.7916667;48.630;4937
46.9750000;14.8333333;48.667;4937
46.9750000;14.8750000;48.714;4937
46.9750000;14.9166667;48.711;4937
46.9750000;14.9583333;48.666;4937
46.9750000;15.0000000;48.586;4937
46.9750000;15.0416667;48.499;4937
46.9750000;15.0833333;48.397;4937
46.9750000;15.1250000;48.278;4937
46.9750000;15.1666667;48.106;4937
46.9750000;15.2083333;47.901;4937
46.9750000;15.2500000;47.706;4937
46.9750000;15.2916667;47.550;4937
46.9750000;15.3333333;47.434;4937
46.9750000;15.3750000;47.358;4937
46.9750000;15.4166667;47.297;4937
46.9750000;15.4583333;47.252;4937
46.9750000;15.5000000;47.216;4937
46.9750000;15.5416667;47.175;4937
46.9750000;15.5833333;47.104;4937
46.9750000;15.6250000;47.030;4937
46.9750000;15.6666667;46.944;4937
46.9750000;15.7083333;46.855;4937
46.9750000;15.7500000;46.766;4937
46.9750000;15.7916667;46.681;4937
46.9750000;15.8333333;46.611;4937
46.9750000;15.8750000;46.542;4937
46.9750000;15.9166667;46.474;4937
46.9750000;15.9583333;46.400;4937
46.9750000;16.0000000;46.325;4937
46.9750000;16.0416667;46.265;4937
46.9750000;16.0833333;46.214;4937
46.9750000;16.1250000;46.165;4937
46.9750000;16.1666667;46.119;4937
46.9750000;16.2083333;46.078;4937
46.9750000;16.2500000;46.038;4937
46.9750000;16.2916667;45.988;4937
46.9750000;16.3333333;45.912;4937
46.9750000;16.3750000;45.811;4937
46.9750000;16.4166667;45.699;4937
46.9750000;16.4583333;45.590;4937
46.9750000;16.5000000;45.494;4937
46.9750000;16.5416667;45.412;4937
46.9750000;16.5833333;45.344;4937
47.0000000;9.5416667;48.501;4937
47.0000000;9.5833333;48.663;4937
47.0000000;9.6250000;48.806;4937
47.0000000;9.6666667;48.930;4937
47.0000000;9.7083333;49.088;4937
47.0000000;9.7500000;49.248;4937
47.0000000;9.7916667;49.429;4937
47.0000000;9.8333333;49.596;4937
47.0000000;9.8750000;49.726;4937
47.0000000;9.9166667;49.820;4937
47.0000000;9.9583333;49.915;4937
47.0000000;10.0000000;50.058;4937
47.0000000;10.0416667;50.261;4937
47.0000000;10.0833333;50.483;4937
