BREITE;LAENGE;UNDULATION;EPSG_3D
46.5000000;14.4583333;48.278;4937
46.5000000;14.5000000;48.284;4937
46.5000000;14.5416667;48.227;4937
46.5000000;14.5833333;48.168;4937
46.5000000;14.6250000;48.203;4937
46.5000000;14.6666667;48.252;4937
46.5000000;14.7083333;48.288;4937
46.5000000;14.7500000;48.284;4937
46.5000000;14.7916667;48.206;4937
46.5000000;14.8333333;48.080;4937
46.5000000;14.8750000;47.988;4937
46.5000000;14.9166667;47.947;4937
46.5250000;12.9166667;49.611;4937
46.5250000;12.9583333;49.482;4937
46.5250000;13.0000000;49.338;4937
46.5250000;13.0416667;49.287;4937
46.5250000;13.0833333;49.252;4937
46.5250000;13.1250000;49.195;4937
46.5250000;13.1666667;49.209;4937
46.5250000;13.2083333;49.197;4937
46.5250000;13.2500000;49.157;4937
46.5250000;13.2916667;49.106;4937
46.5250000;13.3333333;49.091;4937
46.5250000;13.3750000;49.081;4937
46.5250000;13.4166667;49.064;4937
46.5250000;13.4583333;49.039;4937
46.5250000;13.5000000;49.007;4937
46.5250000;13.5416667;48.960;4937
46.5250000;13.5833333;48.899;4937
46.5250000;13.6250000;48.815;4937
46.5250000;13.6666667;48.770;4937
46.5250000;13.7083333;48.750;4937
46.5250000;13.7500000;48.725;4937
46.5250000;13.7916667;48.691;4937
46.5250000;13.8333333;48.664;4937
46.5250000;13.8750000;48.632;4937
46.5250000;13.9166667;48.578;4937
46.5250000;13.9583333;48.513;4937
46.5250000;14.0000000;48.420;4937
46.5250000;14.0416667;48.322;4937
46.5250000;14.0833333;48.240;4937
46.5250000;14.1250000;48.182;4937
46.5250000;14.1666667;48.138;4937
46.5250000;14.2083333;48.117;4937
46.5250000;14.2500000;48.102;4937
46.5250000;14.2916667;48.074;4937
46.5250000;14.3333333;48.094;4937
46.5250000;14.3750000;48.139;4937
46.5250000;14.4166667;48.160;4937
46.5250000;14.4583333;48.179;4937
46.5250000;14.5000000;48.195;4937
46.5250000;14.5416667;48.140;4937
46.5250000;14.5833333;48.090;4937
46.5250000;14.6250000;48.128;4937
46.5250000;14.6666667;48.176;4937
46.5250000;14.7083333;48.200;4937
46.5250000;14.7500000;48.201;4937
46.5250000;14.7916667;48.131;4937
46.5250000;14.8333333;48.028;4937
46.5250000;14.8750000;47.965;4937
46.5250000;14.9166667;47.916;4937
46.5250000;14.9583333;47.855;4937
46.5500000;12.7083333;50.491;4937
46.5500000;12.7500000;50.346;4937
46.5500000;12.7916667;50.167;4937
46.5500000;12.8333333;49.994;4937
46.5500000;12.8750000;49.882;4937
46.5500000;12.9166667;49.807;4937
46.5500000;12.9583333;49.677;4937
46.5500000;13.0000000;49.528;4937
46.5500000;13.0416667;49.457;4937
46.5500000;13.0833333;49.409;4937
46.5500000;13.1250000;49.357;4937
46.5500000;13.1666667;49.358;4937
46.5500000;13.2083333;49.340;4937
46.5500000;13.2500000;49.294;4937
46.5500000;13.2916667;49.246;4937
46.5500000;13.3333333;49.212;4937
46.5500000;13.3750000;49.182;4937
46.5500000;13.4166667;49.151;4937
46.5500000;13.4583333;49.115;4937
46.5500000;13.5000000;49.066;4937
46.5500000;13.5416667;48.994;4937
46.5500000;13.5833333;48.910;4937
46.5500000;13.6250000;48.811;4937
46.5500000;13.6666667;48.735;4937
46.5500000;13.7083333;48.694;4937
46.5500000;13.7500000;48.648;4937
46.5500000;13.7916667;48.597;4937
46.5500000;13.8333333;48.555;4937
46.5500000;13.8750000;48.517;4937
46.5500000;13.9166667;48.469;4937
46.5500000;13.9583333;48.409;4937
46.5500000;14.0000000;48.334;4937
46.5500000;14.0416667;48.259;4937
46.5500000;14.0833333;48.207;4937
46.5500000;14.1250000;48.180;4937
46.5500000;14.1666667;48.136;4937
46.5500000;14.2083333;48.093;4937
46.5500000;14.2500000;48.062;4937
46.5500000;14.2916667;48.041;4937
46.5500000;14.3333333;48.045;4937
46.5500000;14.3750000;48.049;4937
46.5500000;14.4166667;48.051;4937
46.5500000;14.4583333;48.067;4937
46.5500000;14.5000000;48.058;4937
46.5500000;14.5416667;48.028;4937
46.5500000;14.5833333;48.012;4937
46.5500000;14.6250000;48.029;4937
46.5500000;14.6666667;48.060;4937
46.5500000;14.7083333;48.067;4937
46.5500000;14.7500000;48.056;4937
46.5500000;14.7916667;48.016;4937
46.5500000;14.8333333;47.977;4937
46.5500000;14.8750000;47.942;4937
46.5500000;14.9166667;47.908;4937
46.5500000;14.9583333;47.863;4937
46.5500000;15.0000000;47.827;4937
46.5750000;12.5833333;50.859;4937
46.5750000;12.6250000;50.791;4937
46.5750000;12.6666667;50.709;4937
46.5750000;12.7083333;50.602;4937
46.5750000;12.7500000;50.458;4937
46.5750000;12.7916667;50.291;4937
46.5750000;12.8333333;50.156;4937
46.5750000;12.8750000;50.074;4937
46.5750000;12.9166667;49.976;4937
46.5750000;12.9583333;49.830;4937
46.5750000;13.0000000;49.689;4937
46.5750000;13.0416667;49.620;4937
46.5750000;13.0833333;49.555;4937
46.5750000;13.1250000;49.492;4937
46.5750000;13.1666667;49.465;4937
46.5750000;13.2083333;49.418;4937
46.5750000;13.2500000;49.353;4937
46.5750000;13.2916667;49.291;4937
46.5750000;13.3333333;49.249;4937
46.5750000;13.3750000;49.210;4937
46.5750000;13.4166667;49.173;4937
46.5750000;13.4583333;49.124;4937
46.5750000;13.5000000;49.054;4937
46.5750000;13.5416667;48.966;4937
46.5750000;13.5833333;48.873;4937
46.5750000;13.6250000;48.804;4937
46.5750000;13.6666667;48.775;4937
46.5750000;13.7083333;48.737;4937
46.5750000;13.7500000;48.671;4937
46.5750000;13.7916667;48.597;4937
46.5750000;13.8333333;48.513;4937
46.5750000;13.8750000;48.461;4937
46.5750000;13.9166667;48.414;4937
46.5750000;13.9583333;48.366;4937
46.5750000;14.0000000;48.311;4937
46.5750000;14.0416667;48.258;4937
46.5750000;14.0833333;48.233;4937
46.5750000;14.1250000;48.206;4937
46.5750000;14.1666667;48.158;4937
46.5750000;14.2083333;48.121;4937
46.5750000;14.2500000;48.079;4937
46.5750000;14.2916667;48.049;4937
46.5750000;14.3333333;48.047;4937
46.5750000;14.3750000;48.043;4937
46.5750000;14.4166667;48.024;4937
46.5750000;14.4583333;48.018;4937
46.5750000;14.5000000;47.998;4937
46.5750000;14.5416667;47.993;4937
46.5750000;14.5833333;47.981;4937
46.5750000;14.6250000;47.975;4937
46.5750000;14.6666667;47.981;4937
46.5750000;14.7083333;47.982;4937
46.5750000;14.7500000;47.974;4937
46.5750000;14.7916667;47.962;4937
46.5750000;14.8333333;47.964;4937
46.5750000;14.8750000;47.966;4937
46.5750000;14.9166667;47.951;4937
46.5750000;14.9583333;47.922;4937
46.5750000;15.0000000;47.873;4937
46.5750000;15.0416667;47.843;4937
46.5750000;15.0833333;47.828;4937
46.5750000;15.1250000;47.792;4937
46.5750000;15.4583333;47.415;4937
46.5750000;15.5000000;47.329;4937
46.5750000;15.5416667;47.206;4937
46.5750000;15.5833333;47.059;4937
46.5750000;15.6250000;46.909;4937
46.6000000;12.4583333;51.219;4937
46.6000000;12.5000000;51.115;4937
46.6000000;12.5416667;51.048;4937
46.6000000;12.5833333;50.981;4937
46.6000000;12.6250000;50.893;4937
46.6000000;12.6666667;50.822;4937
46.6000000;12.7083333;50.726;4937
46.6000000;12.7500000;50.580;4937
46.6000000;12.7916667;50.431;4937
46.6000000;12.8333333;50.322;4937
46.6000000;12.8750000;50.219;4937
46.6000000;12.9166667;50.091;4937
46.6000000;12.9583333;49.937;4937
46.6000000;13.0000000;49.820;4937
46.6000000;13.0416667;49.730;4937
46.6000000;13.0833333;49.645;4937
46.6000000;13.1250000;49.564;4937
46.6000000;13.1666667;49.495;4937
46.6000000;13.2083333;49.417;4937
46.6000000;13.2500000;49.326;4937
46.6000000;13.2916667;49.252;4937
46.6000000;13.3333333;49.200;4937
46.6000000;13.3750000;49.157;4937
46.6000000;13.4166667;49.119;4937
46.6000000;13.4583333;49.066;4937
46.6000000;13.5000000;49.002;4937
46.6000000;13.5416667;48.941;4937
46.6000000;13.5833333;48.897;4937
46.6000000;13.6250000;48.881;4937
46.6000000;13.6666667;48.893;4937
46.6000000;13.7083333;48.854;4937
46.6000000;13.7500000;48.760;4937
46.6000000;13.7916667;48.649;4937
46.6000000;13.8333333;48.538;4937
46.6000000;13.8750000;48.476;4937
46.6000000;13.9166667;48.438;4937
46.6000000;13.9583333;48.397;4937
46.6000000;14.0000000;48.349;4937
46.6000000;14.0416667;48.303;4937
46.6000000;14.0833333;48.269;4937
46.6000000;14.1250000;48.232;4937
46.6000000;14.1666667;48.180;4937
46.6000000;14.2083333;48.139;4937
46.6000000;14.2500000;48.096;4937
46.6000000;14.2916667;48.046;4937
46.6000000;14.3333333;48.019;4937
46.6000000;14.3750000;48.011;4937
46.6000000;14.4166667;48.008;4937
46.6000000;14.4583333;48.005;4937
46.6000000;14.5000000;47.993;4937
46.6000000;14.5416667;47.991;4937
46.6000000;14.5833333;47.978;4937
46.6000000;14.6250000;47.962;4937
46.6000000;14.6666667;47.956;4937
46.6000000;14.7083333;47.953;4937
46.6000000;14.7500000;47.948;4937
46.6000000;14.7916667;47.952;4937
46.6000000;14.8333333;47.989;4937
46.6000000;14.8750000;48.003;4937
46.6000000;14.9166667;47.990;4937
46.6000000;14.9583333;47.957;4937
46.6000000;15.0000000;47.935;4937
46.6000000;15.0416667;47.941;4937
46.6000000;15.0833333;47.908;4937
46.6000000;15.1250000;47.845;4937
46.6000000;15.1666667;47.787;4937
46.6000000;15.2083333;47.737;4937
46.6000000;15.2500000;47.698;4937
46.6000000;15.2916667;47.668;4937
46.6000000;15.3333333;47.618;4937
46.6000000;15.3750000;47.576;4937
46.6000000;15.4166667;47.511;4937
46.6000000;15.4583333;47.451;4937
46.6000000;15.5000000;47.362;4937
46.6000000;15.5416667;47.240;4937
46.6000000;15.5833333;47.097;4937
46.6000000;15.6250000;46.943;4937
46.6000000;15.6666667;46.797;4937
46.6000000;15.7083333;46.671;4937
46.6000000;15.9583333;46.122;4937
46.6000000;16.0000000;46.040;4937
46.6000000;16.0416667;45.965;4937
46.6000000;16.0833333;45.868;4937
46.6000000;16.1250000;45.764;4937
46.6250000;12.3750000;51.522;4937
46.6250000;12.4166667;51.423;4937
46.6250000;12.4583333;51.313;4937
46.6250000;12.5000000;51.238;4937
46.6250000;12.5416667;51.177;4937
46.6250000;12.5833333;51.100;4937
46.6250000;12.6250000;51.002;4937
46.6250000;12.6666667;50.926;4937
46.6250000;12.7083333;50.836;4937
46.6250000;12.7500000;50.703;4937
46.6250000;12.7916667;50.559;4937
46.6250000;12.8333333;50.432;4937
46.6250000;12.8750000;50.301;4937
46.6250000;12.9166667;50.158;4937
46.6250000;12.9583333;50.000;4937
46.6250000;13.0000000;49.878;4937
46.6250000;13.0416667;49.764;4937
46.6250000;13.0833333;49.656;4937
46.6250000;13.1250000;49.551;4937
46.6250000;13.1666667;49.458;4937
46.6250000;13.2083333;49.377;4937
46.6250000;13.2500000;49.302;4937
46.6250000;13.2916667;49.247;4937
46.6250000;13.3333333;49.194;4937
46.6250000;13.3750000;49.148;4937
46.6250000;13.4166667;49.120;4937
46.6250000;13.4583333;49.081;4937
46.6250000;13.5000000;49.052;4937
46.6250000;13.5416667;49.026;4937
46.6250000;13.5833333;48.999;4937
46.6250000;13.6250000;48.968;4937
46.6250000;13.6666667;48.952;4937
46.6250000;13.7083333;48.900;4937
46.6250000;13.7500000;48.801;4937
46.6250000;13.7916667;48.698;4937
46.6250000;13.8333333;48.618;4937
46.6250000;13.8750000;48.562;4937
46.6250000;13.9166667;48.529;4937
46.6250000;13.9583333;48.499;4937
46.6250000;14.0000000;48.453;4937
46.6250000;14.0416667;48.397;4937
46.6250000;14.0833333;48.338;4937
46.6250000;14.1250000;48.282;4937
46.6250000;14.1666667;48.228;4937
46.6250000;14.2083333;48.178;4937
46.6250000;14.2500000;48.130;4937
46.6250000;14.2916667;48.077;4937
46.6250000;14.3333333;48.032;4937
46.6250000;14.3750000;48.014;4937
46.6250000;14.4166667;48.012;4937
46.6250000;14.4583333;48.014;4937
46.6250000;14.5000000;48.017;4937
46.6250000;14.5416667;48.013;4937
46.6250000;14.5833333;47.998;4937
46.6250000;14.6250000;47.981;4937
46.6250000;14.6666667;47.970;4937
46.6250000;14.7083333;47.963;4937
46.6250000;14.7500000;47.957;4937
46.6250000;14.7916667;47.955;4937
46.6250000;14.8333333;47.991;4937
46.6250000;14.8750000;48.005;4937
46.6250000;14.9166667;47.989;4937
46.6250000;14.9583333;47.984;4937
46.6250000;15.0000000;48.055;4937
46.6250000;15.0416667;48.089;4937
46.6250000;15.0833333;48.044;4937
46.6250000;15.1250000;47.958;4937
46.6250000;15.1666667;47.873;4937
46.6250000;15.2083333;47.788;4937
46.6250000;15.2500000;47.738;4937
46.6250000;15.2916667;47.687;4937
46.6250000;15.3333333;47.636;4937
46.6250000;15.3750000;47.588;4937
46.6250000;15.4166667;47.509;4937
46.6250000;15.4583333;47.434;4937
46.6250000;15.5000000;47.341;4937
46.6250000;15.5416667;47.226;4937
46.6250000;15.5833333;47.100;4937
46.6250000;15.6250000;46.957;4937
46.6250000;15.6666667;46.826;4937
46.6250000;15.7083333;46.708;4937
46.6250000;15.7500000;46.599;4937
46.6250000;15.7916667;46.499;4937
46.6250000;15.8333333;46.404;4937
46.6250000;15.8750000;46.313;4937
46.6250000;15.9166667;46.228;4937
46.6250000;15.9583333;46.146;4937
46.6250000;16.0000000;46.069;4937
46.6250000;16.0416667;45.986;4937
46.6250000;16.0833333;45.891;4937
46.6250000;16.1250000;45.795;4937
46.6500000;12.3750000;51.554;4937
46.6500000;12.4166667;51.477;4937
46.6500000;12.4583333;51.405;4937
46.6500000;12.5000000;51.347;4937
46.6500000;12.5416667;51.282;4937
46.6500000;12.5833333;51.197;4937
46.6500000;12.6250000;51.100;4937
46.6500000;12.6666667;51.011;4937
46.6500000;12.7083333;50.911;4937
46.6500000;12.7500000;50.781;4937
46.6500000;12.7916667;50.632;4937
46.6500000;12.8333333;50.482;4937
46.6500000;12.8750000;50.328;4937
46.6500000;12.9166667;50.178;4937
46.6500000;12.9583333;50.007;4937
46.6500000;13.0000000;49.859;4937
46.6500000;13.0416667;49.736;4937
46.6500000;13.0833333;49.631;4937
46.6500000;13.1250000;49.549;4937
46.6500000;13.1666667;49.491;4937
46.6500000;13.2083333;49.439;4937
46.6500000;13.2500000;49.379;4937
46.6500000;13.2916667;49.315;4937
46.6500000;13.3333333;49.261;4937
46.6500000;13.3750000;49.252;4937
46.6500000;13.4166667;49.242;4937
46.6500000;13.4583333;49.213;4937
46.6500000;13.5000000;49.176;4937
46.6500000;13.5416667;49.130;4937
46.6500000;13.5833333;49.081;4937
46.6500000;13.6250000;49.027;4937
46.6500000;13.6666667;48.968;4937
46.6500000;13.7083333;48.917;4937
46.6500000;13.7500000;48.848;4937
46.6500000;13.7916667;48.797;4937
46.6500000;13.8333333;48.766;4937
46.6500000;13.8750000;48.714;4937
46.6500000;13.9166667;48.676;4937
46.6500000;13.9583333;48.633;4937
46.6500000;14.0000000;48.590;4937
46.6500000;14.0416667;48.531;4937
46.6500000;14.0833333;48.460;4937
46.6500000;14.1250000;48.384;4937
46.6500000;14.1666667;48.313;4937
46.6500000;14.2083333;48.253;4937
46.6500000;14.2500000;48.191;4937
46.6500000;14.2916667;48.137;4937
46.6500000;14.3333333;48.096;4937
46.6500000;14.3750000;48.073;4937
46.6500000;14.4166667;48.064;4937
46.6500000;14.4583333;48.064;4937
46.6500000;14.5000000;48.071;4937
46.6500000;14.5416667;48.075;4937
46.6500000;14.5833333;48.062;4937
46.6500000;14.6250000;48.040;4937
46.6500000;14.6666667;48.027;4937
46.6500000;14.7083333;48.016;4937
46.6500000;14.7500000;47.996;4937
46.6500000;14.7916667;47.986;4937
46.6500000;14.8333333;47.977;4937
46.6500000;14.8750000;47.980;4937
46.6500000;14.9166667;47.990;4937
46.6500000;14.9583333;48.052;4937
46.6500000;15.0000000;48.179;4937
46.6500000;15.0416667;48.215;4937
46.6500000;15.0833333;48.157;4937
46.6500000;15.1250000;48.052;4937
46.6500000;15.1666667;47.956;4937
46.6500000;15.2083333;47.831;4937
46.6500000;15.2500000;47.757;4937
46.6500000;15.2916667;47.689;4937
46.6500000;15.3333333;47.616;4937
46.6500000;15.3750000;47.550;4937
46.6500000;15.4166667;47.473;4937
46.6500000;15.4583333;47.385;4937
46.6500000;15.5000000;47.292;4937
46.6500000;15.5416667;47.187;4937
46.6500000;15.5833333;47.074;4937
46.6500000;15.6250000;46.955;4937
46.6500000;15.6666667;46.838;4937
46.6500000;15.7083333;46.731;4937
46.6500000;15.7500000;46.631;4937
46.6500000;15.7916667;46.533;4937
46.6500000;15.8333333;46.436;4937
46.6500000;15.8750000;46.340;4937
46.6500000;15.9166667;46.251;4937
46.6500000;15.9583333;46.176;4937
46.6500000;16.0000000;46.087;4937
46.6500000;16.0416667;46.001;4937
46.6500000;16.0833333;45.918;4937
46.6500000;16.1250000;45.828;4937
46.6750000;12.3333333;51.604;4937
46.6750000;12.3750000;51.552;4937
46.6750000;12.4166667;51.516;4937
46.6750000;12.4583333;51.471;4937
46.6750000;12.5000000;51.410;4937
46.6750000;12.5416667;51.336;4937
46.6750000;12.5833333;51.242;4937
46.6750000;12.6250000;51.141;4937
46.6750000;12.6666667;51.043;4937
46.6750000;12.7083333;50.932;4937
46.6750000;12.7500000;50.791;4937
46.6750000;12.7916667;50.642;4937
46.6750000;12.8333333;50.487;4937
46.6750000;12.8750000;50.328;4937
46.6750000;12.9166667;50.172;4937
46.6750000;12.9583333;50.008;4937
46.6750000;13.0000000;49.864;4937
46.6750000;13.0416667;49.785;4937
46.6750000;13.0833333;49.716;4937
46.6750000;13.1250000;49.656;4937
46.6750000;13.1666667;49.600;4937
46.6750000;13.2083333;49.524;4937
46.6750000;13.2500000;49.430;4937
46.6750000;13.2916667;49.365;4937
46.6750000;13.3333333;49.351;4937
46.6750000;13.3750000;49.352;4937
46.6750000;13.4166667;49.331;4937
46.6750000;13.4583333;49.289;4937
46.6750000;13.5000000;49.244;4937
46.6750000;13.5416667;49.186;4937
46.6750000;13.5833333;49.112;4937
46.6750000;13.6250000;49.033;4937
46.6750000;13.6666667;48.973;4937
46.6750000;13.7083333;48.948;4937
46.6750000;13.7500000;48.961;4937
46.6750000;13.7916667;48.960;4937
46.6750000;13.8333333;48.928;4937
46.6750000;13.8750000;48.928;4937
46.6750000;13.9166667;48.888;4937
46.6750000;13.9583333;48.779;4937
46.6750000;14.0000000;48.703;4937
46.6750000;14.0416667;48.638;4937
46.6750000;14.0833333;48.561;4937
46.6750000;14.1250000;48.491;4937
46.6750000;14.1666667;48.408;4937
46.6750000;14.2083333;48.338;4937
46.6750000;14.2500000;48.275;4937
46.6750000;14.2916667;48.222;4937
46.6750000;14.3333333;48.178;4937
46.6750000;14.3750000;48.154;4937
46.6750000;14.4166667;48.140;4937
46.6750000;14.4583333;48.141;4937
46.6750000;14.5000000;48.150;4937
46.6750000;14.5416667;48.170;4937
46.6750000;14.5833333;48.156;4937
46.6750000;14.6250000;48.140;4937
46.6750000;14.6666667;48.126;4937
46.6750000;14.7083333;48.101;4937
46.6750000;14.7500000;48.060;4937
46.6750000;14.7916667;48.037;4937
46.6750000;14.8333333;48.010;4937
46.6750000;14.8750000;48.010;4937
46.6750000;14.9166667;48.032;4937
46.6750000;14.9583333;48.143;4937
46.6750000;15.0000000;48.279;4937
46.6750000;15.0416667;48.299;4937
46.6750000;15.0833333;48.225;4937
46.6750000;15.1250000;48.122;4937
46.6750000;15.1666667;47.987;4937
46.6750000;15.2083333;47.829;4937
46.6750000;15.2500000;47.714;4937
46.6750000;15.2916667;47.627;4937
46.6750000;15.3333333;47.548;4937
46.6750000;15.3750000;47.479;4937
46.6750000;15.4166667;47.418;4937
46.6750000;15.4583333;47.352;4937
46.6750000;15.5000000;47.272;4937
46.6750000;15.5416667;47.174;4937
46.6750000;15.5833333;47.061;4937
46.6750000;15.6250000;46.948;4937
46.6750000;15.6666667;46.835;4937
46.6750000;15.7083333;46.734;4937
46.6750000;15.7500000;46.646;4937
46.6750000;15.7916667;46.560;4937
46.6750000;15.8333333;46.469;4937
46.6750000;15.8750000;46.369;4937
46.6750000;15.9166667;46.281;4937
46.6750000;15.9583333;46.200;4937
46.6750000;16.0000000;46.108;4937
46.6750000;16.0416667;46.021;4937
46.6750000;16.0833333;45.943;4937
46.6750000;16.1250000;45.860;4937
46.7000000;10.7500000;51.853;4937
46.7000000;10.7916667;51.850;4937
46.7000000;10.8333333;51.831;4937
46.7000000;10.8750000;51.770;4937
46.7000000;10.9166667;51.690;4937
46.7000000;10.9583333;51.623;4937
46.7000000;11.0000000;51.523;4937
46.7000000;12.2916667;51.604;4937
46.7000000;12.3333333;51.566;4937
46.7000000;12.3750000;51.544;4937
46.7000000;12.4166667;51.522;4937
46.7000000;12.4583333;51.475;4937
46.7000000;12.5000000;51.408;4937
46.7000000;12.5416667;51.328;4937
46.7000000;12.5833333;51.236;4937
46.7000000;12.6250000;51.137;4937
46.7000000;12.6666667;51.038;4937
46.7000000;12.7083333;50.922;4937
46.7000000;12.7500000;50.791;4937
46.7000000;12.7916667;50.654;4937
46.7000000;12.8333333;50.523;4937
46.7000000;12.8750000;50.376;4937
